iter	Passed	Remaining
724	12193	38261
725	12203	38223
726	12212	38184
727	12221	38142
728	12230	38100
729	12239	38060
730	12249	38022
731	12259	37982
732	12267	37940
733	12276	37900
734	12285	37860
735	12296	37826
736	12306	37787
737	12315	37748
738	12324	37708
739	12333	37668
740	12343	37630
741	12353	37593
742	12363	37555
743	12371	37514
744	12381	37476
745	12392	37444
746	12402	37407
747	12412	37368
748	12421	37329
749	12431	37293
750	12440	37256
751	12449	37217
752	12459	37180
753	12468	37141
754	12478	37105
755	12488	37069
756	12498	37034
757	12508	36995
758	12517	36957
759	12526	36918
760	12535	36882
761	12545	36845
762	12555	36809
763	12565	36776
764	12575	36739
765	12584	36701
766	12592	36662
767	12601	36623
768	12609	36582
769	12617	36542
770	12626	36503
771	12635	36466
772	12644	36429
773	12652	36389
774	12661	36350
775	12669	36311
776	12677	36269
777	12687	36235
778	12695	36197
779	12704	36158
780	12712	36118
781	12720	36079
782	12728	36039
783	12737	36003
784	12746	35965
785	12753	35925
786	12762	35888
787	12771	35850
788	12780	35813
789	12788	35775
790	12796	35737
791	12805	35700
792	12815	35667
793	12826	35635
794	12835	35599
795	12843	35561
796	12851	35524
797	12861	35489
798	12870	35453
799	12879	35419
800	12890	35387
801	12899	35354
802	12909	35320
803	12919	35286
804	12930	35257
805	12939	35222
806	12949	35189
807	12958	35153
808	12966	35117
809	12975	35081
810	12985	35050
811	12994	35015
812	13012	35003
813	13026	34981
814	13036	34951
815	13044	34912
816	13052	34876
817	13061	34840
818	13069	34804
819	13078	34770
820	13086	34733
821	13095	34697
822	13103	34662
823	13112	34626
824	13121	34593
825	13130	34559
826	13139	34524
827	13147	34488
828	13155	34452
829	13164	34418
830	13172	34382
831	13180	34345
832	13188	34309
833	13196	34273
834	13204	34237
835	13213	34203
836	13222	34168
837	13230	34135
838	13239	34101
839	13247	34066
840	13256	34031
841	13265	33998
842	13275	33967
843	13284	33934
844	13292	33901
845	13300	33864
846	13309	33831
847	13318	33799
848	13328	33767
849	13336	33733
850	13346	33702
851	13355	33671
852	13364	33638
853	13374	33609
854	13383	33576
855	13392	33543
856	13401	33512
857	13411	33482
858	13420	33449
859	13428	33416
860	13438	33385
861	13447	33354
862	13456	33320
863	13465	33289
864	13473	33255
865	13481	33221
866	13491	33191
867	13500	33159
868	13508	33126
869	13517	33095
870	13526	33062
871	13535	33031
872	13544	32999
873	13552	32967
874	13560	32932
875	13568	32899
876	13578	32869
877	13588	32840
878	13597	32809
879	13605	32776
880	13613	32743
881	13621	32710
882	13630	32678
883	13639	32648
884	13649	32619
885	13657	32587
886	13666	32556
887	13674	32524
888	13684	32495
889	13693	32463
890	13701	32432
891	13710	32400
892	13719	32370
893	13728	32340
894	13737	32308
895	13745	32278
896	13754	32246
897	13763	32216
898	13771	32184
899	13781	32155
900	13788	32123
901	13796	32091
902	13806	32061
903	13814	32030
904	13824	32001
905	13833	31972
906	13842	31942
907	13849	31909
908	13857	31877
909	13866	31846
910	13874	31815
911	13883	31785
912	13891	31754
913	13900	31725
914	13910	31696
915	13919	31668
916	13928	31639
917	13936	31608
918	13946	31581
919	13955	31551
920	13964	31522
921	13972	31491
922	13980	31460
923	13989	31430
924	13998	31401
925	14007	31372
926	14015	31342
927	14025	31315
928	14033	31285
929	14041	31254
930	14049	31223
931	14059	31195
932	14067	31165
933	14075	31135
934	14083	31104
935	14091	31073
936	14099	31043
937	14108	31013
938	14117	30985
939	14125	30954
940	14135	30928
941	14142	30898
942	14151	30869
943	14160	30841
944	14169	30813
945	14178	30786
946	14188	30758
947	14197	30730
948	14206	30702
949	14214	30673
950	14223	30646
951	14231	30616
952	14242	30591
953	14251	30565
954	14260	30537
955	14269	30510
956	14278	30482
957	14289	30458
958	14298	30431
959	14307	30403
960	14317	30378
961	14325	30348
962	14334	30321
963	14342	30292
964	14353	30268
965	14361	30240
966	14370	30212
967	14379	30184
968	14387	30155
969	14396	30129
970	14406	30103
971	14415	30077
972	14423	30048
973	14432	30020
974	14440	29992
975	14450	29967
976	14459	29940
977	14468	29913
978	14477	29887
979	14487	29862
980	14496	29835
981	14505	29809
982	14516	29785
983	14524	29758
984	14534	29732
985	14543	29706
986	14554	29683
987	14563	29658
988	14572	29630
989	14581	29605
990	14590	29578
991	14600	29555
992	14611	29532
993	14619	29504
994	14629	29478
995	14636	29450
996	14654	29440
997	14670	29429
998	14683	29410
999	14691	29382
1000	14700	29356
1001	14709	29330
1002	14717	29302
1003	14726	29277
1004	14734	29248
1005	14743	29223
1006	14752	29197
1007	14761	29171
1008	14770	29144
1009	14778	29118
1010	14787	29093
1011	14796	29065
1012	14804	29038
1013	14812	29011
1014	14821	28985
1015	14829	28958
1016	14837	28930
1017	14845	28904
1018	14854	28877
1019	14861	28849
1020	14869	28821
1021	14877	28794
1022	14885	28767
1023	14895	28743
1024	14904	28718
1025	14914	28694
1026	14922	28668
1027	14931	28643
1028	14941	28618
1029	14949	28592
1030	14959	28569
1031	14967	28543
1032	14976	28517
1033	14988	28498
1034	15001	28480
1035	15011	28458
1036	15022	28436
1037	15030	28410
1038	15042	28391
1039	15052	28367
1040	15061	28343
1041	15070	28318
1042	15079	28293
1043	15088	28269
1044	15096	28243
1045	15104	28216
1046	15112	28189
1047	15120	28163
1048	15128	28136
1049	15135	28109
1050	15144	28084
1051	15153	28060
1052	15160	28032
1053	15168	28005
1054	15175	27976
1055	15182	27949
1056	15191	27924
1057	15198	27897
1058	15208	27875
1059	15219	27855
1060	15228	27830
1061	15237	27806
1062	15245	27780
1063	15254	27755
1064	15261	27728
1065	15269	27702
1066	15276	27675
1067	15284	27649
1068	15291	27622
1069	15301	27599
1070	15309	27573
1071	15317	27547
1072	15324	27520
1073	15339	27508
1074	15349	27486
1075	15358	27462
1076	15367	27438
1077	15376	27415
1078	15386	27394
1079	15395	27370
1080	15404	27346
1081	15413	27322
1082	15422	27299
1083	15431	27276
1084	15440	27251
1085	15448	27227
1086	15456	27201
1087	15464	27177
1088	15475	27156
1089	15484	27133
1090	15493	27109
1091	15502	27085
1092	15509	27060
1093	15519	27039
1094	15529	27017
1095	15538	26993
1096	15547	26971
1097	15555	26945
1098	15564	26922
1099	15573	26900
1100	15582	26876
1101	15591	26853
1102	15599	26828
1103	15607	26803
1104	15615	26779
1105	15625	26758
1106	15640	26746
1107	15656	26734
1108	15667	26715
1109	15675	26690
1110	15683	26665
1111	15692	26643
1112	15700	26618
1113	15708	26594
1114	15718	26573
1115	15726	26549
1116	15736	26527
1117	15746	26507
1118	15757	26487
1119	15765	26464
1120	15774	26440
1121	15782	26416
1122	15791	26394
1123	15802	26375
1124	15811	26352
1125	15819	26328
1126	15829	26307
1127	15838	26284
1128	15847	26263
1129	15857	26241
1130	15866	26219
1131	15877	26200
1132	15887	26180
1133	15897	26159
1134	15907	26138
1135	15917	26117
1136	15926	26095
1137	15937	26076
1138	15948	26058
1139	15958	26036
1140	15967	26016
1141	15978	25996
1142	15987	25975
1143	15999	25956
1144	16010	25937
1145	16021	25920
1146	16033	25901
1147	16043	25882
1148	16054	25862
1149	16066	25845
1150	16076	25826
1151	16089	25809
1152	16100	25791
1153	16110	25771
1154	16121	25752
1155	16132	25734
1156	16143	25715
1157	16153	25695
1158	16166	25679
1159	16177	25660
1160	16188	25642
1161	16209	25638
1162	16223	25625
1163	16234	25606
1164	16244	25586
1165	16255	25568
1166	16267	25551
1167	16278	25532
1168	16291	25517
1169	16309	25509
1170	16321	25492
1171	16332	25473
1172	16344	25457
1173	16355	25438
1174	16367	25421
1175	16378	25402
1176	16389	25385
1177	16401	25367
1178	16412	25350
1179	16424	25332
1180	16435	25313
1181	16446	25296
1182	16458	25278
1183	16470	25261
1184	16480	25242
1185	16492	25225
1186	16503	25207
1187	16514	25188
1188	16524	25168
1189	16534	25149
1190	16547	25133
1191	16557	25113
1192	16567	25094
1193	16578	25076
1194	16590	25059
1195	16601	25041
1196	16612	25022
1197	16622	25003
1198	16634	24986
1199	16644	24967
1200	16655	24948
1201	16666	24929
1202	16677	24911
1203	16688	24894
1204	16698	24875
1205	16708	24854
1206	16718	24835
1207	16728	24816
1208	16738	24796
1209	16749	24778
1210	16759	24759
1211	16770	24740
1212	16780	24721
1213	16791	24703
1214	16805	24689
1215	16816	24671
1216	16827	24654
1217	16837	24634
1218	16848	24616
1219	16859	24597
1220	16869	24578
1221	16879	24560
1222	16891	24542
1223	16901	24524
1224	16911	24504
1225	16923	24488
1226	16935	24471
1227	16946	24454
1228	16960	24439
1229	16970	24421
1230	16981	24403
1231	16992	24385
1232	17003	24366
1233	17015	24351
1234	17027	24335
1235	17040	24320
1236	17053	24305
1237	17069	24293
1238	17081	24277
1239	17094	24262
1240	17107	24248
1241	17119	24232
1242	17131	24215
1243	17143	24199
1244	17155	24183
1245	17168	24168
1246	17181	24152
1247	17193	24137
1248	17206	24121
1249	17216	24103
1250	17228	24087
1251	17240	24070
1252	17253	24055
1253	17264	24038
1254	17277	24022
1255	17290	24008
1256	17300	23989
1257	17311	23972
1258	17324	23957
1259	17335	23940
1260	17348	23924
1261	17360	23908
1262	17373	23894
1263	17389	23883
1264	17401	23867
1265	17414	23852
1266	17427	23837
1267	17441	23823
1268	17453	23807
1269	17466	23792
1270	17479	23778
1271	17491	23762
1272	17504	23746
1273	17515	23729
1274	17528	23715
1275	17540	23699
1276	17551	23682
1277	17564	23666
1278	17575	23649
1279	17586	23632
1280	17598	23615
1281	17609	23598
1282	17621	23582
1283	17632	23564
1284	17644	23548
1285	17656	23532
1286	17669	23517
1287	17679	23499
1288	17690	23482
1289	17701	23464
1290	17713	23448
1291	17725	23432
1292	17736	23415
1293	17746	23397
1294	17760	23382
1295	17771	23366
1296	17782	23349
1297	17794	23332
1298	17807	23317
1299	17818	23301
1300	17830	23285
1301	17842	23269
1302	17855	23254
1303	17867	23238
1304	17878	23221
1305	17891	23206
1306	17902	23189
1307	17913	23173
1308	17924	23155
1309	17945	23150
1310	17958	23136
1311	17969	23119
1312	17980	23101
1313	17991	23085
1314	18002	23068
1315	18013	23050
1316	18025	23035
1317	18037	23018
1318	18048	23001
1319	18059	22984
1320	18071	22969
1321	18082	22951
1322	18094	22935
1323	18104	22917
1324	18115	22901
1325	18126	22883
1326	18136	22864
1327	18148	22849
1328	18159	22832
1329	18170	22815
1330	18182	22799
1331	18193	22782
1332	18203	22764
1333	18213	22746
1334	18225	22731
1335	18236	22713
1336	18247	22696
1337	18258	22679
1338	18269	22662
1339	18279	22644
1340	18291	22628
1341	18301	22610
1342	18312	22593
1343	18323	22577
1344	18334	22560
1345	18346	22544
1346	18355	22525
1347	18366	22508
1348	18376	22490
1349	18388	22474
1350	18399	22457
1351	18409	22439
1352	18419	22422
1353	18429	22404
1354	18440	22387
1355	18452	22371
1356	18463	22354
1357	18472	22336
1358	18483	22318
1359	18493	22301
1360	18504	22284
1361	18515	22267
1362	18525	22249
1363	18537	22233
1364	18548	22217
1365	18558	22199
1366	18569	22182
1367	18580	22165
1368	18589	22147
1369	18601	22131
1370	18612	22114
1371	18621	22096
1372	18631	22078
1373	18642	22061
1374	18652	22043
1375	18661	22025
1376	18671	22007
1377	18682	21990
1378	18692	21972
1379	18703	21955
1380	18713	21938
1381	18725	21923
1382	18736	21907
1383	18747	21889
1384	18758	21873
1385	18771	21858
1386	18781	21841
1387	18792	21825
1388	18804	21810
1389	18816	21794
1390	18826	21776
1391	18836	21759
1392	18847	21743
1393	18858	21726
1394	18869	21710
1395	18879	21692
1396	18888	21674
1397	18898	21655
1398	18908	21639
1399	18919	21621
1400	18928	21603
1401	18939	21586
1402	18949	21569
1403	18959	21551
1404	18968	21533
1405	18978	21516
1406	18989	21499
1407	18998	21481
1408	19008	21463
1409	19019	21447
1410	19028	21429
1411	19039	21413
1412	19050	21396
1413	19059	21378
1414	19070	21361
1415	19080	21344
1416	19090	21326
1417	19100	21309
1418	19111	21292
1419	19121	21276
1420	19131	21258
1421	19142	21242
1422	19153	21225
1423	19162	21208
1424	19174	21192
1425	19183	21174
1426	19194	21157
1427	19205	21141
1428	19215	21124
1429	19226	21108
1430	19237	21092
1431	19247	21075
1432	19258	21058
1433	19268	21042
1434	19278	21024
1435	19289	21008
1436	19300	20992
1437	19311	20976
1438	19322	20960
1439	19334	20945
1440	19347	20931
1441	19361	20918
1442	19373	20903
1443	19383	20887
1444	19393	20870
1445	19405	20855
1446	19416	20839
1447	19427	20822
1448	19439	20808
1449	19452	20794
1450	19465	20779
1451	19476	20764
1452	19487	20748
1453	19498	20732
1454	19509	20715
1455	19521	20701
1456	19531	20684
1457	19542	20668
1458	19556	20655
1459	19567	20639
1460	19582	20627
1461	19596	20615
1462	19609	20601
1463	19618	20583
1464	19629	20567
1465	19641	20552
1466	19651	20535
1467	19662	20519
1468	19673	20503
1469	19686	20489
1470	19697	20474
1471	19709	20459
1472	19722	20445
1473	19733	20429
1474	19745	20414
1475	19755	20398
1476	19766	20382
1477	19777	20366
1478	19789	20350
1479	19799	20334
1480	19812	20320
1481	19823	20305
1482	19834	20289
1483	19845	20273
1484	19855	20257
1485	19866	20241
1486	19877	20225
1487	19890	20211
1488	19901	20195
1489	19912	20179
1490	19923	20164
1491	19935	20149
1492	19947	20134
1493	19958	20118
1494	19970	20103
1495	19981	20088
1496	19993	20073
1497	20006	20059
1498	20018	20044
1499	20029	20029
1500	20039	20013
1501	20051	19997
1502	20061	19981
1503	20072	19965
1504	20083	19949
1505	20093	19933
1506	20103	19917
1507	20115	19901
1508	20126	19886
1509	20135	19869
1510	20146	19852
1511	20156	19836
1512	20167	19821
1513	20178	19804
1514	20188	19788
1515	20198	19772
1516	20209	19756
1517	20220	19741
1518	20230	19724
1519	20242	19709
1520	20252	19693
1521	20264	19679
1522	20275	19662
1523	20285	19646
1524	20297	19631
1525	20308	19616
1526	20320	19601
1527	20331	19586
1528	20343	19572
1529	20355	19557
1530	20366	19541
1531	20377	19526
1532	20388	19510
1533	20398	19494
1534	20408	19477
1535	20418	19461
1536	20428	19445
1537	20438	19428
1538	20450	19414
1539	20461	19398
1540	20470	19381
1541	20480	19364
1542	20490	19348
1543	20500	19332
1544	20512	19317
1545	20525	19304
1546	20535	19287
1547	20546	19272
1548	20558	19257
1549	20568	19241
1550	20579	19226
1551	20590	19210
1552	20601	19195
1553	20613	19180
1554	20623	19164
1555	20635	19149
1556	20648	19136
1557	20661	19122
1558	20671	19107
1559	20682	19091
1560	20693	19076
1561	20706	19062
1562	20716	19046
1563	20727	19031
1564	20738	19016
1565	20750	19001
1566	20761	18985
1567	20771	18970
1568	20783	18955
1569	20794	18939
1570	20804	18924
1571	20814	18907
1572	20825	18892
1573	20836	18876
1574	20847	18861
1575	20857	18846
1576	20867	18829
1577	20878	18814
1578	20889	18798
1579	20899	18782
1580	20910	18768
1581	20921	18752
1582	20932	18737
1583	20942	18721
1584	20954	18707
1585	20966	18692
1586	20976	18676
1587	20986	18660
1588	20997	18645
1589	21008	18629
1590	21019	18615
1591	21029	18599
1592	21040	18583
1593	21051	18568
1594	21064	18555
1595	21075	18539
1596	21085	18524
1597	21095	18507
1598	21106	18493
1599	21117	18477
1600	21128	18462
1601	21137	18446
1602	21148	18430
1603	21158	18414
1604	21170	18400
1605	21182	18386
1606	21193	18370
1607	21203	18355
1608	21214	18339
1609	21226	18325
1610	21240	18313
1611	21254	18301
1612	21265	18285
1613	21277	18271
1614	21289	18257
1615	21299	18241
1616	21310	18226
1617	21320	18210
1618	21331	18195
1619	21342	18180
1620	21354	18166
1621	21364	18150
1622	21375	18135
1623	21387	18121
1624	21399	18107
1625	21409	18091
1626	21420	18076
1627	21431	18061
1628	21442	18046
1629	21453	18031
1630	21462	18014
1631	21472	17998
1632	21481	17982
1633	21491	17966
1634	21502	17951
1635	21513	17936
1636	21523	17920
1637	21533	17905
1638	21543	17889
1639	21553	17873
1640	21563	17858
1641	21574	17842
1642	21583	17826
1643	21594	17811
1644	21604	17795
1645	21614	17779
1646	21623	17763
1647	21633	17747
1648	21643	17732
1649	21655	17718
1650	21665	17702
1651	21675	17686
1652	21686	17672
1653	21696	17656
1654	21706	17640
1655	21718	17626
1656	21728	17611
1657	21738	17595
1658	21749	17580
1659	21759	17565
1660	21770	17549
1661	21780	17534
1662	21791	17519
1663	21801	17503
1664	21812	17489
1665	21824	17475
1666	21834	17460
