iter	RMSE
585	4178.831965
586	4173.159205
587	4164.744189
588	4153.68884
589	4145.184023
590	4138.097326
591	4130.618195
592	4120.47416
593	4119.175348
594	4107.154198
595	4104.733956
596	4097.372316
597	4089.858078
598	4077.578182
599	4073.501269
600	4067.914346
601	4059.708936
602	4055.735914
603	4048.139523
604	4039.336983
605	4036.745869
606	4030.467472
607	4025.114935
608	4015.888518
609	4006.841749
610	3998.790679
611	3989.073264
612	3987.496867
613	3977.06591
614	3971.809524
615	3964.82966
616	3958.028235
617	3946.782863
618	3942.94683
619	3942.036566
620	3940.697506
621	3938.519435
622	3930.866724
623	3929.115664
624	3922.1636
625	3920.993252
626	3916.295414
627	3906.087512
628	3900.082678
629	3889.058752
630	3881.333221
631	3873.879336
632	3866.367083
633	3860.799121
634	3849.168521
635	3834.168189
636	3823.439891
637	3822.61628
638	3814.070023
639	3811.371947
640	3805.340985
641	3801.33427
642	3787.99537
643	3779.396808
644	3775.156133
645	3768.513084
646	3755.899173
647	3750.165057
648	3745.827908
649	3744.811166
650	3736.01814
651	3735.285103
652	3729.366721
653	3723.485036
654	3722.197455
655	3720.895138
656	3719.728824
657	3709.753987
658	3700.571813
659	3699.410241
660	3693.564558
661	3688.662318
662	3682.675029
663	3681.532865
664	3675.980663
665	3666.378192
666	3665.323698
667	3657.558648
668	3652.612971
669	3647.740557
670	3637.209048
671	3629.132987
672	3628.225023
673	3619.662564
674	3614.119811
675	3606.919033
676	3606.039169
677	3597.884024
678	3590.711354
679	3585.570211
680	3580.655961
681	3576.561231
682	3575.970796
683	3575.274107
684	3573.460245
685	3565.456893
686	3556.013681
687	3550.670731
688	3543.942756
689	3536.49058
690	3530.347488
691	3529.057465
692	3518.336443
693	3514.63701
694	3507.89905
695	3499.609741
696	3496.953221
697	3496.027444
698	3484.50585
699	3478.39943
700	3477.671316
701	3472.061891
702	3468.579871
703	3467.999334
704	3461.178604
705	3448.932948
706	3443.288047
707	3442.3185
708	3437.477795
709	3431.079671
710	3424.537102
711	3419.555707
712	3412.70582
713	3409.245262
714	3405.535425
715	3404.854046
716	3403.065154
717	3399.43687
718	3391.047442
719	3390.403225
720	3385.524262
721	3377.339605
722	3369.001582
723	3358.779858
724	3352.708656
725	3342.999215
726	3342.341348
727	3335.475188
728	3328.374004
729	3321.600254
730	3320.346726
731	3312.894452
732	3307.222391
733	3306.614477
734	3302.615911
735	3295.423076
736	3289.835481
737	3288.932927
738	3288.143907
739	3281.868719
740	3281.41133
741	3280.20712
742	3273.363395
743	3272.803443
744	3271.88821
745	3266.728053
746	3261.078228
747	3256.747519
748	3251.68151
749	3246.244186
750	3239.893013
751	3239.230316
752	3238.286964
753	3237.785596
754	3236.521134
755	3235.876332
756	3235.223348
757	3232.486968
758	3231.957586
759	3226.685073
760	3222.590631
761	3209.483616
762	3203.210309
763	3200.974123
764	3200.468775
765	3193.942511
766	3192.893778
767	3186.658546
768	3186.028661
769	3180.278174
770	3172.769308
771	3166.019264
772	3165.435604
773	3161.256679
774	3155.240324
775	3149.006264
776	3145.047453
777	3141.837588
778	3136.46476
779	3129.465477
780	3128.680629
781	3122.915556
782	3122.456387
783	3122.168528
784	3118.32262
785	3112.874797
786	3105.004532
787	3099.964562
788	3094.339203
789	3093.607415
790	3084.499091
791	3083.88994
792	3076.47569
793	3069.340084
794	3062.794446
795	3059.892153
796	3059.429187
797	3055.369094
798	3051.308997
799	3041.799281
800	3041.305305
801	3040.829205
802	3034.40172
803	3032.204077
804	3027.286008
805	3025.452137
806	3020.40143
807	3015.153048
808	3010.360011
809	3006.172299
810	2997.490287
811	2992.906729
812	2992.482455
813	2991.796903
814	2988.347279
815	2984.093714
816	2975.886605
817	2973.880893
818	2969.303479
819	2968.839152
820	2964.286005
821	2958.236689
822	2957.577192
823	2952.826341
824	2951.499621
825	2946.387944
826	2940.123608
827	2933.56402
828	2927.794325
829	2923.288927
830	2920.582231
831	2915.326588
832	2910.00072
833	2909.501555
834	2905.245527
835	2900.337438
836	2896.366788
837	2892.048022
838	2888.204414
839	2883.353254
840	2879.532237
841	2874.702124
842	2869.207089
843	2867.208287
844	2865.369193
845	2864.764203
846	2859.449687
847	2854.86549
848	2850.32852
849	2846.675306
850	2840.576628
851	2840.165332
852	2836.285978
853	2830.066422
854	2826.030234
855	2820.542013
856	2813.668698
857	2809.721155
858	2805.218989
859	2804.850876
860	2804.521991
861	2795.506555
862	2791.746617
863	2787.566655
864	2783.147295
865	2777.000054
866	2771.44657
867	2770.668064
868	2769.175248
869	2765.874535
870	2764.291693
871	2756.087641
872	2751.621491
873	2746.568476
874	2741.706991
875	2737.812221
876	2732.810724
877	2725.30356
878	2719.548309
879	2715.445399
880	2712.121031
881	2711.616488
882	2708.17998
883	2703.406186
884	2701.555305
885	2697.063639
886	2693.288867
887	2690.25469
888	2686.312892
889	2684.020777
890	2677.89776
891	2672.726812
892	2667.844808
893	2663.818757
894	2658.893272
895	2652.681172
896	2646.413538
897	2645.175121
898	2642.598567
899	2640.980998
900	2640.160306
901	2632.575404
902	2627.404559
903	2621.823387
904	2616.431375
905	2615.823247
906	2609.187891
907	2606.402214
908	2600.804396
909	2595.928345
910	2592.118538
911	2587.182881
912	2583.809683
913	2583.286084
914	2576.86598
915	2575.795502
916	2575.445916
917	2571.963116
918	2569.803511
919	2565.320799
920	2561.078803
921	2558.988673
922	2557.164186
923	2553.721533
924	2553.332663
925	2547.766614
926	2543.464875
927	2541.278045
928	2537.775021
929	2536.172126
930	2532.251095
931	2531.822296
932	2528.777223
933	2527.612721
934	2524.306725
935	2521.119002
936	2516.771
937	2516.482614
938	2511.264615
939	2507.075227
940	2504.463958
941	2503.997054
942	2503.578113
943	2498.260226
944	2494.006061
945	2490.667211
946	2490.288811
947	2487.617666
948	2485.122135
949	2483.915505
950	2483.331894
951	2483.032956
952	2479.761598
953	2475.189572
954	2474.432763
955	2474.247608
956	2474.037483
957	2470.903463
958	2470.41165
959	2466.880571
960	2462.589061
961	2459.301293
962	2456.43512
963	2453.128935
964	2449.9895
965	2445.559947
966	2440.893136
967	2435.641593
968	2432.874676
969	2429.658576
970	2426.481356
971	2422.339623
972	2421.394026
973	2418.608772
974	2415.169334
975	2411.757221
976	2411.543246
977	2410.210978
978	2409.928616
979	2406.224235
980	2399.408841
981	2397.259409
982	2396.697875
983	2393.399772
984	2390.197886
985	2387.104404
986	2380.590401
987	2379.284039
988	2375.149136
989	2372.350825
990	2369.214854
991	2366.515389
992	2362.574771
993	2357.263502
994	2353.593073
995	2351.949399
996	2348.038703
997	2345.210077
998	2343.279512
999	2341.265074
1000	2337.128123
1001	2336.032388
1002	2331.675612
1003	2328.806625
1004	2328.510713
1005	2325.883611
1006	2321.627956
1007	2318.226523
1008	2317.442202
1009	2313.952759
1010	2313.692894
1011	2313.189171
1012	2313.019286
1013	2309.803889
1014	2307.545625
1015	2307.252087
1016	2301.51343
1017	2299.462226
1018	2293.184818
1019	2290.5407
1020	2287.894409
1021	2283.733162
1022	2279.891458
1023	2277.11598
1024	2274.058224
1025	2270.889283
1026	2267.551123
1027	2264.415334
1028	2258.724407
1029	2255.755605
1030	2252.484184
1031	2250.623706
1032	2247.707393
1033	2244.578758
1034	2238.96386
1035	2235.746421
1036	2231.570727
1037	2227.788606
1038	2222.935213
1039	2217.235802
1040	2214.840223
1041	2210.195287
1042	2206.79209
1043	2202.070111
1044	2197.422444
1045	2191.574875
1046	2188.172486
1047	2185.226626
1048	2184.715355
1049	2183.919028
1050	2179.279915
1051	2179.005877
1052	2176.650747
1053	2173.162586
1054	2169.145421
1055	2166.071449
1056	2162.430409
1057	2160.151627
1058	2155.288146
1059	2152.131592
1060	2148.27801
1061	2143.844858
1062	2138.446713
1063	2135.120816
1064	2131.50004
1065	2127.675671
1066	2127.144987
1067	2124.056331
1068	2122.253967
1069	2120.666656
1070	2117.039555
1071	2113.615328
1072	2110.117827
1073	2105.996243
1074	2101.120002
1075	2098.258752
1076	2093.838463
1077	2093.131539
1078	2090.888773
1079	2089.616069
1080	2085.880917
1081	2081.502085
1082	2079.014444
1083	2076.109578
1084	2075.557737
1085	2073.310672
1086	2070.822871
1087	2067.254227
1088	2065.400878
1089	2061.221774
1090	2058.849099
1091	2058.752841
1092	2055.26339
1093	2052.61735
1094	2048.309546
1095	2045.043553
1096	2042.079964
1097	2038.226467
1098	2037.991456
1099	2035.709779
1100	2035.571316
1101	2033.195403
1102	2031.075925
1103	2025.590484
1104	2023.180644
1105	2019.627369
1106	2016.521056
1107	2014.419313
1108	2010.859029
1109	2007.592656
1110	2006.266847
1111	2004.010484
1112	2003.74687
1113	2001.456129
1114	1995.696879
1115	1995.514741
1116	1992.297064
1117	1990.911353
1118	1986.458062
1119	1984.214888
1120	1981.370028
1121	1979.493389
1122	1976.078585
1123	1975.74102
1124	1972.730807
1125	1968.287042
1126	1965.297735
1127	1963.118739
1128	1957.58957
1129	1954.579116
1130	1952.10418
1131	1949.196312
1132	1945.568264
1133	1942.425826
1134	1940.025678
1135	1937.308776
1136	1934.397955
1137	1934.190333
1138	1933.420203
1139	1933.159614
1140	1930.91637
1141	1929.6677
1142	1925.742557
1143	1923.108444
1144	1922.751626
1145	1917.428139
1146	1913.753574
1147	1913.14866
1148	1911.894511
1149	1908.059895
1150	1905.995132
1151	1904.061183
1152	1901.292493
1153	1898.802435
1154	1896.203548
1155	1893.100029
1156	1890.968042
1157	1887.113465
1158	1884.205089
1159	1880.914199
1160	1878.27896
1161	1873.777361
1162	1871.777097
1163	1871.037091
1164	1869.541905
1165	1866.182394
1166	1861.526401
1167	1859.03059
1168	1855.350511
1169	1855.20497
1170	1852.36435
1171	1849.943538
1172	1847.473531
1173	1845.526274
1174	1843.858402
1175	1840.990896
1176	1838.69883
1177	1836.768756
1178	1833.760316
1179	1829.219385
1180	1829.062059
1181	1828.524974
1182	1826.580822
1183	1823.609241
1184	1823.512754
1185	1823.276679
1186	1820.455657
1187	1820.257219
1188	1817.445464
1189	1814.42167
1190	1814.163745
1191	1810.879982
1192	1807.722024
1193	1804.534955
1194	1803.80703
1195	1801.267605
1196	1801.139426
1197	1800.962875
1198	1798.187467
1199	1795.362454
1200	1795.20985
1201	1792.869506
1202	1790.606062
1203	1790.090276
1204	1786.953675
1205	1786.819627
1206	1784.375268
1207	1780.548607
1208	1776.214872
1209	1772.224842
1210	1771.305901
1211	1767.64309
1212	1767.447345
1213	1764.41865
1214	1762.583451
1215	1760.686494
1216	1756.709422
1217	1755.152653
1218	1751.984083
1219	1751.892844
1220	1749.722653
1221	1747.82347
1222	1746.390819
1223	1746.199006
1224	1743.633196
1225	1741.138275
1226	1739.209385
1227	1737.474226
1228	1735.565884
1229	1732.026839
1230	1728.371337
1231	1725.344907
1232	1722.892002
1233	1718.939094
1234	1716.875523
1235	1714.484124
1236	1711.472784
1237	1709.149987
1238	1704.533564
1239	1701.581974
1240	1699.083091
1241	1696.159944
1242	1693.956749
1243	1690.655034
1244	1689.05204
1245	1685.77971
1246	1682.849973
1247	1679.779723
1248	1676.857494
1249	1674.979338
1250	1674.865526
1251	1673.01816
1252	1672.827558
1253	1670.719712
1254	1668.307892
1255	1667.999345
1256	1667.723791
1257	1667.532553
1258	1666.710826
1259	1666.634793
1260	1664.060687
1261	1662.186302
1262	1662.102258
1263	1661.983163
1264	1660.773868
1265	1657.972142
1266	1655.731016
1267	1655.620848
1268	1653.184388
1269	1650.720425
1270	1648.900567
1271	1648.285082
1272	1646.028975
1273	1643.826184
1274	1641.751475
1275	1639.863164
1276	1637.506576
1277	1635.041976
1278	1631.820871
1279	1631.292071
1280	1628.378787
1281	1627.136319
1282	1624.967207
1283	1623.349269
1284	1620.353107
1285	1618.169868
1286	1617.558875
1287	1615.059832
1288	1612.14889
1289	1610.216398
1290	1607.770253
1291	1604.568797
1292	1603.541302
1293	1603.404997
1294	1601.563075
1295	1599.273147
1296	1597.02499
1297	1594.530334
1298	1592.671251
1299	1592.486279
1300	1590.771263
1301	1588.136287
1302	1585.850715
1303	1583.73893
1304	1581.330503
1305	1577.678747
1306	1577.522608
1307	1576.641772
1308	1574.921766
1309	1574.844578
1310	1572.988744
1311	1572.737441
1312	1570.166625
1313	1568.013079
1314	1566.460061
1315	1564.529447
1316	1562.38465
1317	1559.682456
1318	1557.052896
1319	1556.629757
1320	1554.703394
1321	1552.410309
1322	1550.109965
1323	1546.754655
1324	1545.364125
1325	1542.306571
1326	1541.645476
1327	1540.901825
1328	1538.268109
1329	1535.42342
1330	1532.484204
1331	1531.394919
1332	1528.249909
1333	1525.356433
1334	1523.544747
1335	1521.718728
1336	1519.111558
1337	1517.200505
1338	1515.639255
1339	1513.899561
1340	1510.964876
1341	1510.675312
1342	1507.625909
1343	1504.485737
1344	1502.850616
1345	1499.773625
1346	1499.537389
1347	1498.487705
1348	1496.453897
1349	1493.641429
1350	1491.481829
1351	1489.387788
1352	1487.72604
1353	1486.104291
1354	1482.882543
1355	1479.500909
1356	1477.890251
1357	1475.960275
1358	1473.607164
1359	1472.116531
1360	1470.192933
1361	1468.03639
1362	1467.44695
1363	1466.257132
1364	1465.054101
1365	1462.529481
1366	1462.454726
1367	1459.802048
1368	1457.624547
1369	1454.359204
1370	1452.038613
1371	1449.867353
1372	1447.52103
1373	1445.628464
1374	1443.393681
1375	1441.014796
1376	1439.101376
1377	1437.542598
1378	1434.630665
1379	1432.753117
1380	1432.472691
1381	1430.283607
1382	1428.474809
1383	1425.281
1384	1423.036664
1385	1421.818095
1386	1420.512158
1387	1418.289812
1388	1416.135108
1389	1415.994846
1390	1413.954929
1391	1412.238397
1392	1410.11304
1393	1408.045357
1394	1405.627257
1395	1404.311915
1396	1402.582413
1397	1402.441939
1398	1400.214327
1399	1398.335418
1400	1397.12918
1401	1395.490873
1402	1393.685685
1403	1390.883654
1404	1389.18488
1405	1386.88349
1406	1386.814448
1407	1384.769302
1408	1383.02826
1409	1381.480785
1410	1379.535658
1411	1377.786959
1412	1376.069269
1413	1374.421779
1414	1373.642111
1415	1371.239756
1416	1369.371176
1417	1368.542241
1418	1366.36508
1419	1364.085082
1420	1362.488984
1421	1360.796302
1422	1359.685533
1423	1357.426258
1424	1355.688031
1425	1353.766831
1426	1352.159234
1427	1350.296614
1428	1349.370185
1429	1347.746273
1430	1345.489173
1431	1343.995663
1432	1342.658514
1433	1340.883836
1434	1339.727871
1435	1337.299965
1436	1336.911118
1437	1334.548082
1438	1332.863935
1439	1331.394626
1440	1330.664571
1441	1328.653054
1442	1328.554693
1443	1327.239506
1444	1325.133977
1445	1323.396552
1446	1322.128491
1447	1322.034166
1448	1321.703165
1449	1320.823088
1450	1320.63777
1451	1320.512244
1452	1318.677844
1453	1317.309314
1454	1317.03974
1455	1316.90963
1456	1315.481119
1457	1312.630796
1458	1311.179024
1459	1310.019486
1460	1307.718382
1461	1304.803587
1462	1303.25673
1463	1301.485117
1464	1299.70233
1465	1298.261713
1466	1297.364714
1467	1296.463028
1468	1296.379413
1469	1295.820771
1470	1293.77397
1471	1293.714743
1472	1293.110528
1473	1292.526286
1474	1292.411161
1475	1290.983619
1476	1290.815182
1477	1289.54467
1478	1287.510992
1479	1286.148785
1480	1284.495952
1481	1283.155809
1482	1281.480339
1483	1280.030022
1484	1278.337889
1485	1277.194684
1486	1275.64298
1487	1274.378132
1488	1272.055927
1489	1270.405125
1490	1269.071554
1491	1267.314532
1492	1265.933727
1493	1263.440393
1494	1261.768858
1495	1260.065366
1496	1258.06378
1497	1256.225666
1498	1253.957688
1499	1252.491071
1500	1252.300717
1501	1249.561465
1502	1247.932861
1503	1246.433775
1504	1245.173505
1505	1244.566418
1506	1243.170055
1507	1241.476005
1508	1240.132856
1509	1238.629201
1510	1237.390454
1511	1235.236292
1512	1235.030022
1513	1231.960045
1514	1230.311591
1515	1228.794133
1516	1228.037005
1517	1227.986973
1518	1226.518122
1519	1225.816828
1520	1224.80136
1521	1223.21197
1522	1223.028353
1523	1221.679379
1524	1220.025477
1525	1218.337537
1526	1216.798749
1527	1215.472351
1528	1213.75966
1529	1212.106346
1530	1210.112784
1531	1208.191827
1532	1207.572797
1533	1207.471178
1534	1205.259813
1535	1203.756018
1536	1202.085372
1537	1200.639187
1538	1198.614892
1539	1197.23836
1540	1196.086418
1541	1194.683466
1542	1193.118902
1543	1191.349139
1544	1189.340389
1545	1189.080395
1546	1187.263354
1547	1185.538845
1548	1183.4925
1549	1181.233001
1550	1179.571394
1551	1177.877402
1552	1177.672837
1553	1176.843446
1554	1176.122683
1555	1174.188601
1556	1172.060207
1557	1170.708398
1558	1170.624317
1559	1169.282508
1560	1167.878706
1561	1167.824101
1562	1165.594611
1563	1163.405762
1564	1161.830939
1565	1161.623623
1566	1160.247928
1567	1158.589461
1568	1157.022192
1569	1155.306462
1570	1154.884939
1571	1153.590729
1572	1152.391328
1573	1151.461037
1574	1149.084535
1575	1147.246765
1576	1146.002337
1577	1145.150731
1578	1145.048444
1579	1143.072737
1580	1141.040803
1581	1140.047981
1582	1138.749111
1583	1137.479519
1584	1136.254967
1585	1134.738456
1586	1133.481322
1587	1133.022111
1588	1131.410054
1589	1130.254296
1590	1129.150818
1591	1129.038425
1592	1127.456599
1593	1125.687104
1594	1123.765584
1595	1123.408227
1596	1123.279484
1597	1121.608889
1598	1119.859441
1599	1117.625299
1600	1116.623371
1601	1116.579086
1602	1114.969923
1603	1112.791365
1604	1111.045758
1605	1109.976244
1606	1109.033971
1607	1108.747687
1608	1107.587201
1609	1106.674979
1610	1106.291226
1611	1105.301914
1612	1103.636556
1613	1101.812462
1614	1099.96367
1615	1098.614493
1616	1097.302531
1617	1096.07449
1618	1095.459093
1619	1093.910924
1620	1092.744091
1621	1092.128435
1622	1090.545386
1623	1089.381364
1624	1088.741472
1625	1087.387215
1626	1085.742196
1627	1083.756487
1628	1081.802065
1629	1081.438461
1630	1080.133162
1631	1080.086283
1632	1080.019724
1633	1079.95623
1634	1078.396422
1635	1077.342801
1636	1076.21701
1637	1074.620698
1638	1074.463163
1639	1072.855613
1640	1072.42355
1641	1070.997143
1642	1069.605801
1643	1069.496981
1644	1067.225992
1645	1065.34356
1646	1063.751779
1647	1062.634238
1648	1061.855251
1649	1060.608795
1650	1060.397161
1651	1060.356273
1652	1058.951479
1653	1057.820109
1654	1056.9849
1655	1055.104601
1656	1053.514904
1657	1051.718136
1658	1050.844943
1659	1049.419947
1660	1049.069117
1661	1047.572494
1662	1046.143554
1663	1044.744526
1664	1042.812799
