iter	RMSE
499	0.03782678989
500	0.03776607189
501	0.03770913724
502	0.03766011058
503	0.03759475051
504	0.03753874611
505	0.03748012609
506	0.03739458321
507	0.03726311453
508	0.03714861311
509	0.03709702194
510	0.03702750228
511	0.03696493209
512	0.0368863087
513	0.03683825943
514	0.03677389919
515	0.03663257589
516	0.03656067361
517	0.03647642401
518	0.03641876675
519	0.03636055936
520	0.0362984318
521	0.03624090115
522	0.03616855673
523	0.03609836953
524	0.03603887548
525	0.0359937141
526	0.03592007386
527	0.03585435645
528	0.03579488188
529	0.0357504474
530	0.03569197882
531	0.0355379582
532	0.03547950518
533	0.03542031406
534	0.03534556962
535	0.0352920366
536	0.03523182952
537	0.03517689478
538	0.03511865649
539	0.03507233357
540	0.03501839153
541	0.03495025931
542	0.03489406842
543	0.03475768561
544	0.03469530476
545	0.03464917654
546	0.03457136748
547	0.03452095048
548	0.0344412169
549	0.03439395892
550	0.03434800699
551	0.0342148771
552	0.03416214174
553	0.03409315995
554	0.0340363614
555	0.03398904018
556	0.03394369766
557	0.03382401605
558	0.0337645823
559	0.03372399738
560	0.03368883551
561	0.03363186272
562	0.03358027395
563	0.03354637492
564	0.03348810729
565	0.03341255594
566	0.03336546008
567	0.03330475954
568	0.03323244334
569	0.03318001841
570	0.0331352696
571	0.0330905698
572	0.03304653889
573	0.03300448566
574	0.03295041893
575	0.03289931245
576	0.03281727893
577	0.03275828628
578	0.03270981867
579	0.03265091687
580	0.03259824581
581	0.03253565688
582	0.03249155084
583	0.03245404838
584	0.03242159671
585	0.0323831119
586	0.03232994809
587	0.03228105436
588	0.03224391128
589	0.03219140186
590	0.03215121221
591	0.03210727097
592	0.0320500436
593	0.03200538664
594	0.03189315061
595	0.03183033011
596	0.03173237418
597	0.03167801854
598	0.03163407212
599	0.03157400215
600	0.03150851578
601	0.03144991737
602	0.03140412029
603	0.03135934089
604	0.03123666813
605	0.03118448435
606	0.0311352595
607	0.03109348129
608	0.03106303581
609	0.03096442257
610	0.0309182707
611	0.03087606437
612	0.03082148032
613	0.03078091943
614	0.03074051883
615	0.03063943148
616	0.03059914614
617	0.03056499948
618	0.03052714458
619	0.03047833841
620	0.03043263674
621	0.03038631103
622	0.03034084095
623	0.0302480054
624	0.03020932649
625	0.03015871066
626	0.03011672709
627	0.03007926829
628	0.03003909205
629	0.02998848862
630	0.0299547767
631	0.02990354768
632	0.02986053994
633	0.02982037627
634	0.02976763503
635	0.02973047353
636	0.02968267488
637	0.02961336666
638	0.02955431599
639	0.02951370734
640	0.02947265417
641	0.02942490084
642	0.02939371681
643	0.0293462417
644	0.02930376125
645	0.02921211597
646	0.02918199683
647	0.02909554392
648	0.02905584456
649	0.02900531633
650	0.02895014842
651	0.02891481602
652	0.02884837439
653	0.02880609552
654	0.02876431889
655	0.02873023234
656	0.02870131899
657	0.02867220236
658	0.02863379555
659	0.02858672196
660	0.02850965579
661	0.02845930119
662	0.0284211541
663	0.02838015852
664	0.02832405216
665	0.0282815775
666	0.02824180117
667	0.02822153295
668	0.02818676531
669	0.02813310955
670	0.02809990287
671	0.02808078605
672	0.02805045775
673	0.02801384215
674	0.02797544097
675	0.02793883412
676	0.02791003235
677	0.02788421406
678	0.02784102394
679	0.02780074169
680	0.02777051672
681	0.02774179445
682	0.02769027899
683	0.02764304263
684	0.027598708
685	0.0275681205
686	0.02752145112
687	0.02748727381
688	0.02744713462
689	0.0274039068
690	0.02736434247
691	0.02733708007
692	0.02729538856
693	0.02726212191
694	0.02723508136
695	0.02719790903
696	0.02716779701
697	0.02713243356
698	0.02704325619
699	0.02700498653
700	0.02696191527
701	0.02692966096
702	0.02689611199
703	0.02685363835
704	0.02682152052
705	0.0267800104
706	0.02673611923
707	0.02669115444
708	0.02665348502
709	0.02663038118
710	0.02659564751
711	0.02656076698
712	0.02652914777
713	0.02649332725
714	0.02642730094
715	0.02638426837
716	0.0263508414
717	0.02632425821
718	0.0262914458
719	0.02625175116
720	0.02621580071
721	0.02617010039
722	0.02614833862
723	0.02611664038
724	0.02607935022
725	0.02604225824
726	0.02596730933
727	0.02592308187
728	0.02589571634
729	0.02586601748
730	0.02583571111
731	0.02579988133
732	0.02577038198
733	0.02573890034
734	0.02571268772
735	0.02565415792
736	0.0256307396
737	0.02559053854
738	0.02555345578
739	0.02552487185
740	0.02548767242
741	0.0254431736
742	0.02542325638
743	0.02539599489
744	0.02535850345
745	0.02533244459
746	0.02530337307
747	0.02528309242
748	0.02524380127
749	0.02521942024
750	0.02519414571
751	0.0251598299
752	0.02512953786
753	0.02509970362
754	0.02505757294
755	0.02503110585
756	0.02500470341
757	0.02497383423
758	0.02494499389
759	0.02491194907
760	0.02487167538
761	0.02485390551
762	0.02482174908
763	0.02479776149
764	0.02477515415
765	0.02474552049
766	0.02471595506
767	0.02464726692
768	0.02458359811
769	0.02455252787
770	0.02451544725
771	0.02447040775
772	0.02444345535
773	0.0244142475
774	0.02436567471
775	0.02432272881
776	0.02429144258
777	0.0242675479
778	0.02424700681
779	0.02421500056
780	0.02418784652
781	0.02416957065
782	0.02414593234
783	0.02411070136
784	0.02406656634
785	0.024043228
786	0.02400910471
787	0.02397769001
788	0.02394017026
789	0.02390152186
790	0.0238691648
791	0.02383748016
792	0.02381053753
793	0.02377650052
794	0.02374856334
795	0.02370343765
796	0.02367208965
797	0.0236418094
798	0.0236100323
799	0.02359228729
800	0.02356035154
801	0.02353520574
802	0.02349943246
803	0.0234742074
804	0.0234455243
805	0.02341803778
806	0.02338609992
807	0.02335967313
808	0.02333149162
809	0.02331545609
810	0.02328743119
811	0.02326569107
812	0.02323727009
813	0.02320712553
814	0.02317206054
815	0.02315320622
816	0.02312850049
817	0.02310559826
818	0.02307444564
819	0.02304686995
820	0.02302324532
821	0.02299544551
822	0.02296428749
823	0.02293894953
824	0.02290670422
825	0.02286897428
826	0.02284614338
827	0.02280923542
828	0.02278706865
829	0.0227506452
830	0.02272838186
831	0.02269415309
832	0.02266470678
833	0.02264028173
834	0.02262275272
835	0.02259591816
836	0.02256191657
837	0.02253562565
838	0.02250483281
839	0.02248614866
840	0.02243797094
841	0.02241579378
842	0.0223807614
843	0.02234984099
844	0.0223375321
845	0.02230497552
846	0.02228613211
847	0.02225364676
848	0.02221947597
849	0.0221950919
850	0.02213627394
851	0.02210077746
852	0.0220809353
853	0.02206130318
854	0.02202938677
855	0.02201709304
856	0.02198675121
857	0.02196543344
858	0.02193770589
859	0.02191450468
860	0.0218952663
861	0.02187379587
862	0.02185519506
863	0.02183552648
864	0.02177689124
865	0.02175223089
866	0.02173017155
867	0.02167337297
868	0.02165701844
869	0.02163713523
870	0.02161010334
871	0.02158837394
872	0.02155640017
873	0.02152745004
874	0.02149743471
875	0.02146168191
876	0.02143276235
877	0.02141077657
878	0.02138870013
879	0.02135519534
880	0.02133419489
881	0.0213123798
882	0.02128683303
883	0.02125327067
884	0.02122471197
885	0.02120571186
886	0.02118772733
887	0.02116137132
888	0.02114304739
889	0.02112491427
890	0.02110248885
891	0.02107541435
892	0.02104871724
893	0.02102196596
894	0.02097802768
895	0.02095259403
896	0.02093105121
897	0.02090161073
898	0.02087985396
899	0.02085680491
900	0.02083897093
901	0.0208144434
902	0.02080122921
903	0.02077892488
904	0.02075812099
905	0.02073652298
906	0.02071313084
907	0.02070065515
908	0.02067765232
909	0.02062606697
910	0.02060382868
911	0.02057173725
912	0.02054940296
913	0.02052342832
914	0.02050602835
915	0.02048379055
916	0.0204619162
917	0.02043273738
918	0.02039328387
919	0.02037640648
920	0.02035396003
921	0.02033231943
922	0.02030700297
923	0.02027647163
924	0.02025897301
925	0.0202311626
926	0.02021091315
927	0.02016308566
928	0.02014229165
929	0.02012333764
930	0.0201020856
931	0.02007593658
932	0.02005029317
933	0.0200300143
934	0.02000399551
935	0.01998019096
936	0.01996251874
937	0.01993483369
938	0.01991669086
939	0.01990519275
940	0.01988480957
941	0.01984189306
942	0.01981673534
943	0.01979016267
944	0.01976916842
945	0.01972783225
946	0.01970406096
947	0.01968273716
948	0.01966206466
949	0.01964121883
950	0.01961689482
951	0.01959431577
952	0.01957969588
953	0.01956265878
954	0.01955118734
955	0.01953475379
956	0.01951498637
957	0.01949432984
958	0.0194687773
959	0.01945219215
960	0.01942131378
961	0.01939283103
962	0.01937109829
963	0.01935763874
964	0.01933556688
965	0.01930678986
966	0.0192880814
967	0.01927036209
968	0.01924495902
969	0.01922183233
970	0.01920460576
971	0.01917355577
972	0.0191529952
973	0.01912422857
974	0.01909794105
975	0.01907295604
976	0.01905253954
977	0.01902660658
978	0.01899915239
979	0.01897970062
980	0.01895310872
981	0.0189324484
982	0.01891236827
983	0.0188878584
984	0.01886684577
985	0.01885093465
986	0.0188215125
987	0.01880030494
988	0.01878118501
989	0.01877161975
990	0.01874229973
991	0.01872804802
992	0.01870437706
993	0.01867998943
994	0.01864538425
995	0.01862826232
996	0.01861591329
997	0.01858662061
998	0.01858073259
999	0.01855921848
1000	0.01854322058
1001	0.01851475657
1002	0.01849872279
1003	0.01848381575
1004	0.01845132456
1005	0.01842810302
1006	0.01841066589
1007	0.01839037736
1008	0.0183673596
1009	0.01835334773
1010	0.01833162921
1011	0.01830943876
1012	0.0182855162
1013	0.01827085139
1014	0.01825784557
1015	0.01824191838
1016	0.01822433781
1017	0.01820817878
1018	0.01818722511
1019	0.01814035985
1020	0.01811871936
1021	0.01810042198
1022	0.01807979213
1023	0.01806324341
1024	0.01804510564
1025	0.01802064739
1026	0.0180041734
1027	0.01798945246
1028	0.01796938963
1029	0.01795336956
1030	0.01793802276
1031	0.01792072748
1032	0.01790791709
1033	0.0178850565
1034	0.01787194556
1035	0.01785793694
1036	0.01783723946
1037	0.01781492807
1038	0.01779818925
1039	0.01777132176
1040	0.01775369557
1041	0.01773400091
1042	0.01771085977
1043	0.01769727722
1044	0.01768185266
1045	0.01766426926
1046	0.01764735963
1047	0.01760507125
1048	0.01757948659
1049	0.01756432019
1050	0.01755070587
1051	0.01753444374
1052	0.01752946697
1053	0.01751098794
1054	0.01749018311
1055	0.01747361255
1056	0.01743171002
1057	0.0174138276
1058	0.01739219362
1059	0.01737186299
1060	0.01736141997
1061	0.01734360809
1062	0.01732217494
1063	0.01730741381
1064	0.01728875511
1065	0.01727420392
1066	0.01725628536
1067	0.01723730761
1068	0.01722237088
1069	0.01720620077
1070	0.01718868547
1071	0.017172773
1072	0.01714593281
1073	0.01712238822
1074	0.01710971936
1075	0.01709779009
1076	0.0170757535
1077	0.01705439272
1078	0.01703641203
1079	0.01701708867
1080	0.01700297105
1081	0.01698601626
1082	0.01696995932
1083	0.01694544032
1084	0.01693384815
1085	0.01692860902
1086	0.01691161788
1087	0.01689458879
1088	0.01687951628
1089	0.01686501346
1090	0.0168585011
1091	0.01684028011
1092	0.01682483797
1093	0.0168022279
1094	0.01678646796
1095	0.01676772478
1096	0.01674951951
1097	0.01672807971
1098	0.01670877732
1099	0.01668936984
1100	0.01667766582
1101	0.01667271488
1102	0.01665525145
1103	0.01664935093
1104	0.01663581565
1105	0.01662369168
1106	0.01660761246
1107	0.01659436818
1108	0.01657556753
1109	0.01656091369
1110	0.01655003024
1111	0.0165286734
1112	0.01651313688
1113	0.01649841885
1114	0.01648394632
1115	0.01646227152
1116	0.01644887255
1117	0.01642976959
1118	0.01640736824
1119	0.01638866454
1120	0.01636524865
1121	0.01635050705
1122	0.01633681128
1123	0.01631347616
1124	0.01629208776
1125	0.01627517334
1126	0.01625508596
1127	0.01623819564
1128	0.01620488517
1129	0.01618644638
1130	0.01616726914
1131	0.01615531376
1132	0.01612159742
1133	0.01610277318
1134	0.01607971669
1135	0.01606347547
1136	0.01604814965
1137	0.01602981424
1138	0.01601301822
1139	0.01600170364
1140	0.01599115528
1141	0.01597632496
1142	0.01595931941
1143	0.01594363204
1144	0.01593966567
1145	0.01592354789
1146	0.01591227891
1147	0.0158950182
1148	0.01587938548
1149	0.01586018093
1150	0.01583914197
1151	0.01582781405
1152	0.01581455792
1153	0.01579999774
1154	0.01577588704
1155	0.01575556567
1156	0.01574026867
1157	0.0157229047
1158	0.01570993834
1159	0.01569572977
1160	0.01567791363
1161	0.01566091699
1162	0.01562702812
1163	0.01561589436
1164	0.01560508244
1165	0.01558761221
1166	0.01556697178
1167	0.01554512309
1168	0.0155227295
1169	0.01549444035
1170	0.01548110699
1171	0.01547155949
1172	0.01545393282
1173	0.01543464855
1174	0.01542157642
1175	0.01540275644
1176	0.01538551767
1177	0.01536709983
1178	0.01535135511
1179	0.01533553373
1180	0.01532524068
1181	0.01531779371
1182	0.01530606068
1183	0.01528739031
1184	0.0152737959
1185	0.01525665747
1186	0.01523584893
1187	0.01521737413
1188	0.01520205012
1189	0.01519623915
1190	0.01518224016
1191	0.01515942859
1192	0.01514079935
1193	0.01512763612
1194	0.01511546329
1195	0.01510626914
1196	0.01509335749
1197	0.01506636408
1198	0.01504814164
1199	0.01503338881
1200	0.01502161576
1201	0.01501018472
1202	0.01499500716
1203	0.01498367274
1204	0.01496959132
1205	0.0149570165
1206	0.01494213728
1207	0.01493552443
1208	0.01492352992
1209	0.01490749509
1210	0.01488974583
1211	0.01487058107
1212	0.01485318429
1213	0.01484143435
1214	0.01482737265
1215	0.01481272272
1216	0.01480272322
1217	0.01478777169
1218	0.01477257465
1219	0.01476051931
1220	0.01474543189
1221	0.01474154586
1222	0.01472645818
1223	0.01470790569
1224	0.01469000586
1225	0.01467622708
1226	0.01465574414
1227	0.0146448293
1228	0.01463222991
1229	0.01462183282
1230	0.01460386708
1231	0.01459438234
1232	0.01457620832
1233	0.01456614844
1234	0.01455235343
1235	0.01453897224
1236	0.0145259715
1237	0.01451511831
1238	0.01449641945
1239	0.01447948238
1240	0.01446715709
1241	0.01445595211
1242	0.01443841092
1243	0.01441963751
1244	0.0144070137
1245	0.0143959316
1246	0.01438442533
1247	0.01437327332
1248	0.01435744918
1249	0.01434374752
1250	0.0143365028
1251	0.01432099309
1252	0.0142949766
1253	0.01428648431
1254	0.01426686933
1255	0.01425663852
1256	0.0142439184
1257	0.01422669288
1258	0.0142130868
1259	0.01420061434
1260	0.01418208196
1261	0.01417020506
1262	0.01415292214
1263	0.01413534632
1264	0.01411669804
1265	0.01410294374
1266	0.01408743378
1267	0.01407255397
1268	0.01405779322
1269	0.01404437651
1270	0.01402607112
1271	0.01400996957
1272	0.0139938629
1273	0.01398773078
1274	0.01397463243
1275	0.01396170841
1276	0.01395092063
1277	0.01393280621
1278	0.01391868731
1279	0.01390287793
1280	0.01389078887
1281	0.01388130518
1282	0.01386373593
1283	0.01385167977
1284	0.01383941446
1285	0.01382450251
1286	0.0138130055
1287	0.01379923641
1288	0.01377897016
1289	0.01376205829
1290	0.01374356629
1291	0.01371975487
1292	0.01370668618
1293	0.01368977918
1294	0.01367733622
1295	0.01366815099
1296	0.01365091786
1297	0.01363757536
1298	0.01362847542
1299	0.01361554762
1300	0.01359717615
1301	0.01358906469
1302	0.01357405367
1303	0.01356174978
1304	0.01354485508
1305	0.01353472166
1306	0.01352115134
1307	0.01350748458
1308	0.01349878481
1309	0.01348695292
1310	0.0134774001
1311	0.01346833069
1312	0.0134511034
1313	0.01343936929
1314	0.01342492414
1315	0.01341377542
1316	0.01340133781
1317	0.01338063331
1318	0.01336837847
1319	0.01335387239
1320	0.01334163433
1321	0.01332545451
1322	0.01330904958
1323	0.01330213766
1324	0.01327405678
1325	0.01325446124
1326	0.01324474801
1327	0.01322879476
1328	0.01321698007
1329	0.01320366229
1330	0.01319005829
1331	0.01318021664
1332	0.01316546799
1333	0.01315366655
1334	0.01314316143
1335	0.01313174752
1336	0.01311579512
1337	0.01309930165
1338	0.0130863016
1339	0.01307285757
1340	0.01306134497
1341	0.01305194981
1342	0.01304388072
1343	0.01302936679
1344	0.01301967996
1345	0.01301062497
1346	0.01299521804
1347	0.01298839789
1348	0.01297309171
1349	0.0129562973
1350	0.01294569634
1351	0.01293645712
1352	0.01292472824
1353	0.01291060231
1354	0.01289836713
1355	0.01287651037
1356	0.01286489385
1357	0.01285501223
1358	0.01283948707
1359	0.01283204705
1360	0.0128186771
1361	0.01280960783
1362	0.01279527988
1363	0.01277821736
1364	0.01276701376
1365	0.01275586603
1366	0.0127507271
1367	0.01273649251
1368	0.01271812272
1369	0.01271146919
1370	0.01269674413
1371	0.01268210199
1372	0.01265906541
1373	0.01264648624
1374	0.01263686102
1375	0.01261400064
1376	0.01260275968
1377	0.01258814919
1378	0.01258068151
1379	0.01257220124
1380	0.01255973405
1381	0.01254465662
1382	0.01252556255
1383	0.01251677285
1384	0.01250440264
1385	0.01249534446
1386	0.01248207903
1387	0.01247113925
1388	0.0124615751
1389	0.01245521424
1390	0.01244249425
1391	0.01243021406
1392	0.0124188081
1393	0.01240779375
1394	0.01239853406
1395	0.01238737906
1396	0.01236999105
1397	0.01235503706
1398	0.01234646147
1399	0.01233825121
1400	0.01232771151
1401	0.01231740049
1402	0.01230181311
1403	0.01229153857
1404	0.01228132209
1405	0.01227164116
1406	0.01225993136
1407	0.01225054969
1408	0.01223742731
1409	0.01222180106
1410	0.01220940179
1411	0.01219980672
1412	0.01218384017
1413	0.01217616167
1414	0.01216676942
1415	0.01215379426
1416	0.0121414614
1417	0.01213010671
1418	0.0121206977
1419	0.01210587051
1420	0.0120942528
1421	0.01208286305
1422	0.0120706224
1423	0.01206505737
1424	0.01205636803
1425	0.01204541126
1426	0.01203615413
1427	0.01202379854
1428	0.01201632096
1429	0.01200440797
1430	0.01199360029
1431	0.01198329211
1432	0.01197275211
1433	0.01196336906
1434	0.01195297747
1435	0.01194188477
1436	0.01193062739
1437	0.0119164176
1438	0.01190799105
1439	0.01190037849
1440	0.01188007718
1441	0.01186800127
1442	0.01185808746
1443	0.01184717417
1444	0.01182623941
1445	0.01181414608
1446	0.01180726805
1447	0.01178467272
1448	0.01177323118
1449	0.01176015635
1450	0.01175209159
1451	0.01174239938
1452	0.01172165353
1453	0.01171029281
1454	0.01170128487
1455	0.01169139638
1456	0.01168253665
1457	0.01167683566
1458	0.01166354209
1459	0.01165221331
1460	0.01164382673
1461	0.01163500185
1462	0.01162223198
1463	0.01161466971
1464	0.01160217496
1465	0.01159371557
1466	0.01158217927
1467	0.01157479741
1468	0.0115650105
1469	0.01155780769
1470	0.01154893226
1471	0.01153930172
1472	0.01152954059
1473	0.01151688645
1474	0.01150941962
1475	0.01149889973
1476	0.0114894707
1477	0.01148176668
1478	0.01147230757
1479	0.01145911103
1480	0.01145212213
1481	0.01144299909
1482	0.01143469639
1483	0.01142671062
1484	0.01142029763
1485	0.01141386815
1486	0.01140523345
1487	0.01139345629
1488	0.01138332162
1489	0.01136723584
1490	0.01135982567
1491	0.0113458532
1492	0.01134060148
1493	0.01133459494
1494	0.01132429297
1495	0.01131461174
1496	0.01130522754
1497	0.01129937855
1498	0.01129372039
1499	0.01127847966
