iter	Passed	Remaining
1459	19296	7137
1460	19309	7123
1461	19321	7110
1462	19334	7096
1463	19347	7083
1464	19360	7070
1465	19373	7056
1466	19386	7043
1467	19399	7030
1468	19412	7017
1469	19425	7003
1470	19438	6990
1471	19451	6977
1472	19465	6964
1473	19480	6951
1474	19492	6938
1475	19505	6924
1476	19519	6911
1477	19532	6898
1478	19545	6885
1479	19558	6872
1480	19573	6859
1481	19588	6846
1482	19602	6833
1483	19615	6820
1484	19628	6807
1485	19640	6793
1486	19653	6780
1487	19666	6767
1488	19679	6753
1489	19693	6740
1490	19706	6727
1491	19719	6714
1492	19732	6700
1493	19744	6687
1494	19756	6673
1495	19769	6660
1496	19782	6647
1497	19796	6633
1498	19808	6620
1499	19823	6607
1500	19840	6595
1501	19852	6582
1502	19866	6569
1503	19879	6555
1504	19892	6542
1505	19905	6529
1506	19918	6516
1507	19933	6503
1508	19946	6490
1509	19959	6476
1510	19972	6463
1511	19984	6450
1512	19998	6437
1513	20011	6423
1514	20024	6410
1515	20037	6397
1516	20049	6383
1517	20062	6370
1518	20077	6357
1519	20093	6345
1520	20106	6331
1521	20120	6319
1522	20133	6305
1523	20146	6292
1524	20158	6278
1525	20171	6265
1526	20184	6252
1527	20197	6239
1528	20210	6225
1529	20225	6213
1530	20239	6199
1531	20253	6187
1532	20266	6173
1533	20279	6160
1534	20292	6147
1535	20305	6133
1536	20317	6120
1537	20332	6107
1538	20346	6094
1539	20359	6081
1540	20373	6068
1541	20385	6054
1542	20398	6041
1543	20411	6028
1544	20423	6014
1545	20437	6001
1546	20449	5988
1547	20462	5974
1548	20475	5961
1549	20488	5948
1550	20502	5935
1551	20514	5921
1552	20528	5908
1553	20541	5895
1554	20554	5882
1555	20568	5869
1556	20581	5855
1557	20593	5842
1558	20606	5829
1559	20619	5815
1560	20633	5802
1561	20647	5789
1562	20660	5776
1563	20673	5763
1564	20685	5749
1565	20699	5736
1566	20712	5723
1567	20725	5710
1568	20738	5696
1569	20751	5683
1570	20765	5670
1571	20778	5657
1572	20792	5644
1573	20806	5631
1574	20819	5617
1575	20832	5604
1576	20845	5591
1577	20858	5578
1578	20873	5565
1579	20885	5551
1580	20898	5538
1581	20912	5525
1582	20925	5512
1583	20938	5498
1584	20951	5485
1585	20964	5472
1586	20978	5459
1587	20991	5446
1588	21003	5432
1589	21016	5419
1590	21029	5406
1591	21042	5392
1592	21055	5379
1593	21069	5366
1594	21082	5353
1595	21095	5339
1596	21109	5326
1597	21122	5313
1598	21136	5300
1599	21149	5287
1600	21163	5274
1601	21177	5261
1602	21191	5248
1603	21204	5234
1604	21219	5222
1605	21234	5209
1606	21249	5196
1607	21263	5183
1608	21277	5170
1609	21291	5157
1610	21304	5144
1611	21317	5131
1612	21333	5118
1613	21349	5105
1614	21363	5092
1615	21376	5079
1616	21391	5066
1617	21408	5054
1618	21422	5041
1619	21438	5028
1620	21452	5015
1621	21466	5002
1622	21479	4989
1623	21492	4976
1624	21505	4962
1625	21518	4949
1626	21531	4936
1627	21544	4923
1628	21557	4909
1629	21570	4896
1630	21582	4882
1631	21595	4869
1632	21609	4856
1633	21622	4843
1634	21635	4829
1635	21649	4816
1636	21662	4803
1637	21675	4790
1638	21690	4777
1639	21703	4764
1640	21716	4750
1641	21736	4739
1642	21752	4726
1643	21766	4713
1644	21779	4700
1645	21792	4686
1646	21806	4673
1647	21819	4660
1648	21833	4647
1649	21847	4634
1650	21861	4621
1651	21874	4607
1652	21887	4594
1653	21900	4581
1654	21912	4567
1655	21924	4554
1656	21938	4541
1657	21951	4528
1658	21964	4514
1659	21977	4501
1660	21990	4488
1661	22003	4474
1662	22016	4461
1663	22028	4448
1664	22042	4434
1665	22055	4421
1666	22067	4408
