iter	Passed	Remaining
392	1404	382
393	1407	378
394	1411	375
395	1414	371
396	1418	367
397	1421	364
398	1425	360
399	1428	357
400	1432	353
401	1435	349
402	1438	346
403	1441	342
404	1445	339
405	1448	335
406	1452	331
407	1455	328
408	1459	324
409	1463	321
410	1466	317
411	1470	313
412	1473	310
413	1476	306
414	1480	303
415	1483	299
416	1486	295
417	1490	292
418	1493	288
419	1496	285
420	1501	281
421	1504	278
422	1508	274
423	1511	270
424	1515	267
425	1519	263
426	1522	260
427	1526	256
428	1530	253
429	1533	249
430	1537	246
431	1541	242
432	1544	239
433	1548	235
434	1552	231
435	1555	228
436	1559	224
437	1563	221
438	1567	217
439	1570	214
440	1574	210
441	1577	207
442	1581	203
443	1585	199
444	1588	196
445	1592	192
446	1596	189
447	1600	185
448	1604	182
449	1608	178
450	1611	175
451	1615	171
452	1619	168
453	1623	164
454	1627	160
455	1631	157
456	1635	153
457	1639	150
458	1643	146
459	1647	143
460	1651	139
461	1655	136
462	1659	132
463	1663	129
464	1666	125
465	1670	121
466	1674	118
467	1678	114
468	1682	111
469	1686	107
470	1689	104
471	1693	100
472	1697	96
473	1701	93
474	1704	89
475	1707	86
476	1711	82
477	1714	78
478	1717	75
479	1721	71
480	1724	68
481	1728	64
482	1731	60
483	1734	57
484	1738	53
485	1741	50
486	1744	46
487	1748	42
488	1751	39
489	1754	35
490	1758	32
491	1761	28
492	1765	25
493	1768	21
494	1772	17
495	1775	14
496	1779	10
497	1782	7
498	1785	3
499	1789	0
